chr_uid,Char_Name,CASNumber
3747,"Benzene, 1,2-dibromo-4-(2-bromophenoxy)-",147217-78-5
3756,"Benzene, 1,2-dibromo-4-(3,5-dibromophenoxy)-",446254-48-4
3749,"Benzene, 1,2-dibromo-4-(3-bromophenoxy)-***retired***use 3,3',4-TRBDE",147217-80-9
3750,"Benzene, 1,2-dibromo-4-(4-bromophenoxy)-***retired***use 3,4,4'-TRBDE",147217-81-0
3741,"Benzene, 1,2-dibromo-4-phenoxy-",189084-59-1
3235,"Benzene, 1,3,5-tribromo-2-(2,4,5-tribromophenoxy)-***retired***use BDE-154",207122-15-4
3766,"Benzene, 1,3,5-tribromo-2-(2,4,6-tribromophenoxy)-",35854-94-5
3238,"Benzene, 1,3,5-tribromo-2-(2,4-dibromophenoxy)-",189084-64-8
3762,"Benzene, 1,3,5-tribromo-2-(3,4-dibromophenoxy)-***retired***use BDE-119",189084-66-0
3754,"Benzene, 1,3,5-tribromo-2-(4-bromophenoxy)-",189084-63-7
3745,"Benzene, 1,3,5-tribromo-2-phenoxy-***retired***use 2,4,6-TRBDE",155999-95-4
3752,"Benzene, 1,3-dibromo-2-(2,4-dibromophenoxy)-***retired***use 2,2',4,6'-Tetrabromodiphenyl ether",189084-57-9
3780,"Benzene, 1,3-dibromo-2-(3,4-dibromophenoxy)-***retired***use 2,3',4',6-TEBDE",189084-62-6
3746,"Benzene, 1,3-dibromo-2-(4-bromophenoxy)-",189084-60-4
3739,"Benzene, 1,3-dibromo-2-phenoxy-***retired***use 2,6-DIBDE",51930-04-2
3743,"Benzene, 1,3-dibromo-4-(2-bromophenoxy)-",NULL
3744,"Benzene, 1,3-dibromo-4-(3-bromophenoxy)-",NULL
3751,"Benzene, 1,4-dibromo-2-(2,4-dibromophenoxy)-***retired***use 2,2',4,5'-TEBDE",243982-82-3
100568,"Benzene, 1,4-dichloro-2-isocyanato-",5392-82-5
3738,"Benzene, 1-bromo-2-(4-bromophenoxy)-***retired***use 2,4'-DIBDE",147217-71-8
3742,"Benzene, 1-bromo-3-(4-bromophenoxy)-",83694-71-7
3272,"Benzene, 1-bromo-4-phenoxy-***retired***use p-Bromophenyl phenyl ether",101-55-3
100569,"Benzene, 1-chloro-2-isocyanato-",3320-83-0
100194,"Benzene, 1-chloro-4-(methylsulfonyl)-",NULL
100088,"Benzene, 1-ethyl-3-(1-methylethyl)-",4920-99-4
101805,"Benzene, 1-nitro-2-(p-methylphenyl ethynyl)",28987-57-7
3255,"Benzene, 2,4-dibromo-1-(4-bromophenoxy)-***retired***use 2,4,4'-Tribromodiphenyl ether",41318-75-6
3737,"Benzene, 2,4-dibromo-1-phenoxy-",NULL
628,"Benzene, C6-12-alkyl derivs.",68608-80-0
629,"Benzene, nonyl-",1081-77-2
3246,"Benzene, pentabromo(4-bromophenoxy)-***retired***use BDE-166",189084-58-0
3760,"Benzene, pentabromophenoxy-",189084-65-9
630,"Benzene, toluene, ethyl benzene, xylenes mix",NULL
3175,"Benzene,1,1'-(chloroethenylidene)bis(4-chloro-",1022-22-6
3970,"Benzene-d5, ethyl-d5-",25837-05-2
100979,Benzene-d6,NULL
3588,"Benzeneacetic acid, .alpha.-methyl-4-(2-methylpropyl)-",15687-27-1
632,Benzeneacetonitrile,140-29-4
3912,"Benzeneethanamine, .alpha.-methyl-, (.alpha.S)-, sulfate (2:1)",51-63-8
633,Benzeneethanol,60-12-8
3945,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, hydrochloride (1:1), (.alpha.S)-rel-",154-41-6
3947,"Benzenemethanol, .alpha.-[(1S)-1-(methylamino)ethyl]-, (.alpha.S)-",90-82-4
3597,"Benzenepropanenitrile, .alpha.-(cyclopropylcarbonyl)- 2-(methylsulfonyl)-.beta.- oxo-4-(trifluoromethyl)-",143701-75-1
100241,"Benzenesulfonamide, 4-amino-N-2-pyrimidinyl-",68-35-9
634,"Benzenesulfonic acid, C10-13-alkyl derivs., sodium salts",68411-30-3
635,Benzidine,92-87-5
100242,Benzo(a)anthracene-D12,1718-53-2
101160,Benzo(a)fluoranthene,NULL
636,Benzo(b)fluoranthene,205-99-2
100243,Benzo(b)fluoranthene-D12,93951-98-5
100244,Benzo(e)pyrene-D12,205440-82-0
100245,"Benzo(g,h,i)perylene-D12",93951-66-7
4623,Benzo(j+k)fluoranthene,NULL
101215,Benzo[a]fluoranthene,203-33-8
638,Benzo[a]pyrene,50-32-8
100247,Benzo[a]pyrene-d12,63466-71-7
101555,"Benzo[b,j]fluoranthene",205-99-2
100379,"Benzo[b,k]fluoranthene",NULL
100248,"Benzo[b]naphtho[2,1-d]thiophene",239-35-0
639,"Benzo[b]naphtho[2,3-d]thiophene",243-46-9
640,Benzo[b]thiophene,95-15-8
637,Benzo[c]cinnoline,230-17-1
100249,Benzo[c]fluorene,205-12-9
100689,Benzo[c]phenanthrene,195-19-7
641,Benzo[e]pyrene,192-97-2
642,Benzo[ghi]perylene,191-24-2
643,Benzo[j]fluoranthene,205-82-3
644,Benzo[k]fluoranthene,207-08-9
645,Benzofluoranthene,56832-73-6
646,Benzofluorene,61089-87-0
647,Benzofuran,271-89-6
648,Benzoic acid,65-85-0
4509,Benzonaphthothiophene,NULL
650,Benzonitrile,100-47-0
651,Benzophenone,119-61-9
652,Benzothiazole,95-16-9
103246,Benzothiazole-2-sulfonic acid (BTSA),941-57-1
3655,Benzotrifluoride,3891-99-4
101214,Benzovindiflupyr,1072957-71-1
653,Benzoyl chloride,98-88-4
103205,Benzoylecgonine,519-09-5
3901,Benzoylecgonine hydrate,519-09-5
3848,Benzoylecgonine-D3,115732-68-8
100246,Benzoylecgonine-d8,205446-21-5
103157,Benzphetamine,156-08-1
3913,Benzphetamine hydrochloride,5411-22-3
4563,Benztropine,86-13-5
100250,Benztropine-d3,NULL
654,Benzyl alcohol,100-51-6
655,Benzyl chloride,100-44-7
656,Benzyl ethyl ether,539-30-0
657,Beryllium,7440-41-7
658,Beryllium-7,13966-02-4
3787,Beta Cypermethrin,52315-07-8
1753,Beta particle,12587-47-2
100776,beta-Pinene,127-91-3
4553,Betamethasone,378-44-9
3832,Bezafibrate,41859-67-0
659,"BHC, .beta.-BHC & .gamma.-BHC mix, unspecified",NULL
660,Bi-2-cyclohexen-1-yl,1541-20-4
661,Bibenzyl,103-29-7
662,Bicarbonate,71-52-3
4092,"Bicyclo[2.2.1]heptan-2-one, 1,3,3-trimethyl-, (1R,4S)-",7787-20-4
100580,"Bicyclo[4.2.0]octa-1,3,5-triene",694-87-1
101216,Bicyclopyrone,352010-68-5
101217,Bicyclopyrone SYN503870,380355-55-5
2134,Bifenazate,149877-41-8
3121,Bifenthrin,82657-04-3
99998,Big Rare Count,NULL
101218,Big trees (choice list),NULL
670,Bio-toxin,NULL
103247,Biochanin A,491-80-5
692,"Biochemical oxygen demand, non-standard conditions",NULL
686,"Biochemical oxygen demand, standard conditions",NULL
4005,Biogenic Silica,NULL
3683,Bioluminescence (%),NULL
2135,Biomass,NULL
2136,"Biomass, benthic",NULL
664,"Biomass, chlorophycota",NULL
665,"Biomass, chrysophyta",NULL
666,"Biomass, cryptophycophyta",NULL
667,"Biomass, cyanophycota",NULL
2137,"Biomass, drift macroinvertebrates",NULL
668,"Biomass, euglenophycota",NULL
2138,"Biomass, periphyton",NULL
2139,"Biomass, phytoplankton",NULL
2140,"Biomass, plankton",NULL
669,"Biomass, pyrrophycophyta",NULL
103222,"Biomass, species 25-30 mm size class",NULL
103223,"Biomass, species 30-35 mm size class",NULL
103224,"Biomass, species 35-40 mm size class",NULL
2141,"Biomass, zooplankton",NULL
2142,Biomass/chlorophyll ratio,NULL
101219,Biovolume per individual,NULL
671,Biphenyl,92-52-4
100319,"Biphenyl-2,2',3,3',4,4',5,5',6,6'-d10",1486-01-7
672,Bis(2-chloro-1-methylethyl) ether,108-60-1
673,Bis(2-chloroethoxy)methane,111-91-1
674,Bis(2-chloroethyl) ether,111-44-4
101044,Bis(2-chloroethyl)ether-d8,NULL
675,Bis(2-chloroisopropyl) ether,39638-32-9
101540,Bis(2-hydroxyethyl) phthalate,84-73-1
950,Bis(2-hydroxypropyl) ether,110-98-5
101220,Bis(2-methoxyethyl) phthalate,117-82-8
1325,bis(3-Methylcyclohexyl) peroxide,66903-23-9
677,Bis(4-chlorophenyl)methane,101-76-8
676,Bis(chloromethyl) ether,542-88-1
101916,Bis(hexachlorocyclopentadieno) cyclooctane,NULL
101956,Bis(tributyltin) oxide,56-35-9
678,Bismuth,7440-69-9
3502,Bismuth-211,15229-37-5
679,Bismuth-212,14913-49-6
680,Bismuth-214,14733-03-0
101660,Bisphenol A-d14,NULL
4025,Bisphenol A-d16,96210-87-6
4029,Bisphenol A-d3,NULL
100320,Bisphenol A-d6,86588-58-1
100321,Bisphenol S,80-09-1
100885,Blank,NULL
2143,Blasticidin S,2079-00-7
101166,BMAA (Beta-Methyl-Amino-(L)-Alanine),15920-93-1
101221,Boat speed,NULL
2970,"BOD, Sediment Load",NULL
694,Boric acid,11113-50-1
2145,"Boric acid esters mixture, unspecified",NULL
100570,Borneol,507-70-0
695,Boron,7440-42-8
100322,Boscalid,188425-85-6
3359,Branched p-nonylphenol,84852-15-3
100821,Braun-Blanquet Abundance (choice list),NULL
2833,Brillouin Taxonomic Diversity Index,NULL
696,Bromacil,314-40-9
3914,Bromadiolone,28772-56-7
2985,Bromate,15541-45-4
103158,Brombuterol,41937-02-4
3833,Brombuterol hydrochloride,21912-49-2
697,Bromide,24959-67-9
698,Bromine,7726-95-6
699,Bromine chloride,13863-41-7
700,Bromoacetic acid,79-08-3
101756,Bromoacetonitrile,NULL
701,Bromobenzene,108-86-1
702,Bromochloroacetic acid,5589-96-8
703,Bromochloroacetonitrile,83463-62-1
704,Bromochloroiodomethane,34970-00-8
101749,Bromochloronitromethane,NULL
101777,Bromoconazole,NULL
2986,Bromodichloroacetic acid,71133-14-7
101757,Bromodichloroacetonitrile,NULL
101750,Bromodichloronitromethane,NULL
3711,Bromodichloropropane,NULL
101745,Bromodiiodomethane,NULL
3300,Bromoethane,74-96-4
101095,Bromoform-d,2909-52-6
4679,Bromomethoxynaphthalene,3401-47-6
101751,Bromonitromethane,NULL
705,Bromoxynil,1689-84-5
100626,Bromoxynil octanoate,1689-99-2
3834,Bromoxynil-13C6,NULL
100375,BTU,NULL
706,Bulan,117-26-0
707,"Bulan mixt. with 2-nitro-1,1-bis(p-chlorophenyl)propane",8027-00-7
103159,Buprenorphine,52485-79-7
4175,Buprenorphine hydrochloride,53152-21-9
3835,Bupropion,34911-55-2
100323,Busulfan,55-98-1
100324,Busulfan-d8,116653-28-2
708,Butachlor,23184-66-9
3962,Butachlor ESA,NULL
3838,Butalbital,77-26-9
103036,"Butanamide, 2,2,3,3,4,4,4-Heptafluoro-N-[2-(trimethylsilyloxy)-2-[4-(trimethylsilyloxy)phenyl]ethyl]",55471-01-7
709,Butane,106-97-8
100553,"Butane, 1-isothiocyanato-",592-82-5
711,Butanedinitrile,110-61-2
712,Butene,25167-67-3
100325,Butralin,33629-47-9
713,Butyl 2-ethylhexyl phthalate,85-69-8
1377,Butyl benzoate,136-60-7
714,Butyl benzyl phthalate,85-68-7
715,Butyl stearate,123-95-5
716,Butylamine,109-73-9
717,Butylate,2008-41-5
2148,Butylated hydroxyanisole,25013-16-5
3301,Butylbenzene,68411-44-9
3937,Butylparaben,94-26-8
1355,Butyltin,2406-65-7
718,Butyltin trichloride,1118-46-3
719,Butyraldehyde,123-72-8
101984,Butyraldehyde/Isobutyraldehyde mix,NULL
720,Butyric acid,107-92-6
100980,BZ#001L,NULL
100981,BZ#003L,NULL
100982,BZ#004L,NULL
101830,BZ#009L,NULL
101060,BZ#014L,NULL
100983,BZ#015L,NULL
100984,BZ#019L,NULL
100985,BZ#028L,NULL
100986,BZ#034L,NULL
100987,BZ#037L,NULL
100988,BZ#054L,NULL
100989,BZ#061L,NULL
100990,BZ#077L,NULL
100991,BZ#081L,NULL
100992,BZ#104L,NULL
100993,BZ#105L,NULL
100994,BZ#111L,NULL
100995,BZ#114L,NULL
100996,BZ#118L,NULL
100997,BZ#123L,NULL
100998,BZ#126L,NULL
100999,BZ#152L,NULL
101859,BZ#153L,NULL
101000,BZ#155L,NULL
101001,BZ#156L,NULL
101002,BZ#157L,NULL
101003,BZ#167L,NULL
101004,BZ#169L,NULL
101005,BZ#170L,NULL
101006,BZ#178L,NULL
101007,BZ#180L,NULL
101008,BZ#188L,NULL
101009,BZ#189L,NULL
101010,BZ#202L,NULL
101011,BZ#205L,NULL
101012,BZ#206L,NULL
101013,BZ#208L,NULL
101014,BZ#209L,NULL
100937,C-13 Labeled Isomer/Congener 156+157 mixture,NULL
100967,C-13 Labeled Total Octahlorodibenzo-p-dioxin,NULL
100968,C-13 Labeled Total Octahlorodibenzofuran,NULL
100326,C1-Acenaphthenes,NULL
101831,"C1-Benzenes, methyl",NULL
100328,C1-Benzo[a]anthracenes/chrysenes,NULL
100327,C1-Benzofluoranthenes/benzopyrenes,NULL
101906,C1-Benzopyrenes/perylenes,NULL
100329,C1-Biphenyls,NULL
721,C1-C3 Fluorenes,NULL
722,C1-C4 Chrysenes,NULL
723,C1-C4 Fluoranthenes,NULL
724,C1-C4 Phenanthrenes,NULL
101116,C1-Dibenzothiophenes,NULL
2150,C1-Fluoranthenes/pyrenes,NULL
3452,C1-Fluorenes***retired***use Methylfluorene,26914-17-0
101907,C1-MW 228 PAH,NULL
2151,C1-Phenanthrenes/anthracenes,NULL
1142,C10 Hydrocarbons,93924-41-5
2099,C10-16-Alkyldimethylamines oxides,70592-80-2
3461,C10-C12 Aliphatics,NULL
3462,C10-C12 Aromatics,NULL
101090,C11-C22 Aromatics,NULL
1143,C12 Hydrocarbons,93924-44-8
3464,C12-C13 Aromatics,NULL
3465,C12-C16 Aliphatics,NULL
3466,C12-C16 Aromatics,NULL
1144,C14 Hydrocarbons,93924-47-1
1145,C16 Hydrocarbons,93924-49-3
3467,C16-C21 Aliphatics,NULL
3468,C16-C21 Aromatics,NULL
1146,C18 Hydrocarbons,93924-52-8
101091,C19-C36 Aliphatics,NULL
101832,"C2-Benzenes, ethyl",NULL
100196,C2-Benzo[a]anthracenes/chrysenes,NULL
100195,C2-Benzofluoranthenes/benzopyrenes,NULL
101905,C2-Benzopyrenes/perylenes,NULL
100197,C2-Biphenyls,NULL
2152,C2-Chrysenes,NULL
2153,C2-Dibenzothiophenes,NULL
2154,C2-Fluoranthenes/pyrenes,NULL
2155,C2-Fluorenes,NULL
2156,C2-Naphthalenes,NULL
2157,C2-Phenanthrenes/anthracenes,NULL
1147,C20 Hydrocarbons,93924-54-0
3469,C21-C34 Aliphatics,NULL
3470,C21-C34 Aromatics,NULL
1148,C22 Hydrocarbons,93924-56-2
100554,C23-C32 Hydrocarbons,NULL
1149,C24 Hydrocarbons,NULL
100555,C24-C36 Hydrocarbons,NULL
1150,C26 Hydrocarbons,NULL
1151,C28 Hydrocarbons,NULL
1152,C29 Hydrocarbons,NULL
101833,"C3-Benzenes, propyl",NULL
100198,C3-Benzo[a]anthracenes/chrysenes,NULL
101904,C3-Benzopyrenes/perylenes,NULL
2158,C3-Chrysenes,NULL
2159,C3-Dibenzothiophenes,NULL
2160,C3-Fluoranthenes/pyrenes,NULL
2161,C3-Fluorenes,NULL
2162,C3-Naphthalenes,NULL
2163,C3-Phenanthrenes/anthracenes,NULL
1153,C30 Hydrocarbons,NULL
101159,C30-Hopane,NULL
1154,C31 Hydrocarbons,NULL
1155,C32 Hydrocarbons,NULL
1156,C33 Hydrocarbons,NULL
1157,C34 Hydrocarbons,NULL
1158,C35 Hydrocarbons,NULL
101834,"C4-Benzenes, butyl",NULL
100199,C4-Benzo[a]anthracenes/chrysenes,NULL
101898,C4-Benzopyrenes/perylenes,NULL
3456,C4-C6 Aliphatics,NULL
2164,C4-Chrysenes,NULL
3451,C4-Dibenzothiophenes,NULL
100200,C4-Fluoranthenes/pyrenes,NULL
2165,C4-Naphthalenes,NULL
2166,C4-Phenanthrenes/anthracenes,NULL
101835,"C5-Benzenes, pentyl",NULL
101902,C5-Benzo[a]anthracenes/chrysenes,NULL
101903,C5-Benzopyrenes/perylenes,NULL
3457,C5-C6 Aliphatics,NULL
100902,C5-C8 Aliphatics,NULL
100903,"C5-C8 Aliphatics, Unadjusted",NULL
101900,C5-Fluoranthenes/pyrenes,NULL
101899,C5-Naphthalenes,NULL
101901,C5-Phenanthrenes/anthracenes,NULL
3458,C6-C8 Aliphatics,NULL
1159,C8 Hydrocarbons,93924-38-0
101918,C8-Alkylphenol,NULL
4661,C8-Alkylphenols,NULL
3459,C8-C10 Aliphatics,NULL
3460,C8-C10 Aromatics,NULL
100904,C9-C10 Aromatics,NULL
100905,C9-C12 Aliphatics,NULL
100906,"C9-C12 Aliphatics, Unadjusted",NULL
100907,C9-C18 Aliphatics,NULL
100908,C99-C36 Aliphatics,NULL
2957,Cacodylic acid,75-60-5
725,Cadmium,7440-43-9
726,Caffeine,58-08-2
4035,Caffeine-13C,NULL
101661,Caffeine-d9,NULL
3824,Caffeine-trimethyl-13C3,78072-66-9
100817,Calcareous green algae,NULL
100818,Calcareous red algae,NULL
727,Calcium,7440-70-2
101223,Calcium arsenate,7778-44-1
3125,Calcium carbonate,471-35-1
3126,Calcium hydroxide,1305-62-0
101224,Calcium hypochlorite,7778-54-3
729,Calcium oxide,1305-78-8
2168,Calcium sulfate,7778-18-9
2169,Calcium sulfate dihydrate,10101-41-4
730,Calcium-45,13966-05-7
100690,Camphene,79-92-5
731,Camphor,76-22-2
2170,Candida,NULL
2171,Candida albicans,NULL
103248,Candoxatril,118785-03-8
3840,Cannabidiol,13956-29-1
3915,Cannabinol,521-35-7
101225,Canopy Cover,NULL
4680,"Canopy Cover, Left Bank",NULL
4681,"Canopy Cover, Right Bank",NULL
3413,Canopy Measure Center Down,NULL
103074,Canopy Measure Center Left,NULL
103075,Canopy Measure Center Right,NULL
3414,Canopy Measure Center Upstream,NULL
3415,Canopy Measure Left Bank,NULL
3412,Canopy Measure Right Bank,NULL
732,Caprolactam,105-60-2
100632,Capsaicin,404-86-4
3294,Captafol,2425-06-1
733,Captan,133-06-2
4562,Carbadox,6804-07-5
3626,Carbamazepine,298-46-4
100201,"Carbamazepine 10,11 epoxide",36507-30-9
3627,Carbamazepine-d10,132183-78-9
101226,"Carbamodithioic acid, ion(1-)",4384-82-1
734,Carbaryl,63-25-2
101715,Carbaryl-d7,NULL
735,Carbazole,86-74-8
736,Carbendazim,10605-21-7
101716,Carbendazim-d4,NULL
737,Carbofuran,1563-66-2
103211,Carbofuran-13C6,1563-66-2
3841,Carbofuran-D3,1007459-98-4
742,Carbon,7440-44-0
101994,Carbon Delta 13,NULL
738,Carbon dioxide,124-38-9
101227,Carbon Dioxide (CO2)/Nitrogen (N2) Gas Ratio,NULL
4625,"Carbon Dioxide, fixed CO2",NULL
4626,"Carbon Dioxide, free CO2",NULL
739,Carbon disulfide,75-15-0
4619,"Carbon fraction, particulate organic material",NULL
740,Carbon monoxide,630-08-0
4657,"Carbon Preference Index (CPI), Odd/Even Carbon Alkane Ratio",NULL
741,Carbon tetrachloride,56-23-5
101015,"Carbon, black",NULL
2987,"Carbon, isotope of mass 13",14762-74-4
746,Carbon-13/Carbon-12 ratio,NULL
747,Carbon-14,14762-75-5
100252,Carbon/Nitrogen molar ratio,NULL
100253,Carbon/Phosphorus molar ratio,NULL
691,"Carbonaceous biochemical oxygen demand, non-standard conditions",NULL
687,"Carbonaceous biochemical oxygen demand, standard conditions",NULL
748,Carbonate,3812-32-6
749,Carbophenothion,786-19-6
750,Carbophenothion-methyl,953-17-3
751,Carboxin,5234-68-4
101677,Carboxy molinate,NULL
103249,Carbutamide,339-43-5
3371,Carcinogenic polycyclic aromatic hydrocarbons,NULL
102008,Carfentanil,59708-52-0
103145,Carfentanil oxalate,61086-44-0
3479,Carfentrazone-ethyl,128639-02-1
3916,Carisoprodol,78-44-4
100254,Carmustine,154-93-8
101121,Catchment basin area,NULL
2585,Catechol,120-80-9
3104,Cation exchange capacity,NULL
752,Cations-Anions,NULL
4561,Cefotaxime,63527-52-6
2175,Cefoxitin,35607-66-0
101228,Ceftiofur,80370-57-6
2176,Ceftriaxone,73384-59-5
100255,Celecoxib,169590-42-5
2177,Cell Volume,NULL
2178,Cephalothin,153-61-7
753,Cerium,7440-45-1
3181,Cerium-141,13967-74-3
754,Cerium-144,14762-78-8
755,Cesium,7440-46-2
756,Cesium-134,13967-70-9
3188,Cesium-136,14234-29-8
757,Cesium-137,10045-97-3
758,CFC-11,75-69-4
759,CFC-113,76-13-1
22,CFC-113a,354-58-5
2180,CFC-114,76-14-2
760,CFC-12,75-71-8
101229,Chamber area,NULL
101230,Channel Alteration,NULL
2181,Channel alteration (text),NULL
103087,Channel Constraining Feature (choice list),NULL
103088,Channel Constraining Features (choice list),NULL
103089,Channel Constraint (choice list),NULL
101231,Channel depositional character (choice list),NULL
101232,Channel Flow Status,NULL
3381,Channel form (choice list),NULL
103090,Channel Length in Contact with Constraining Feature,NULL
103091,Channel Pattern (choice list),NULL
101233,Channel Sinuosity,NULL
101234,Channel Substrate Characterization,NULL
3399,Channel Type (choice list),NULL
2182,Channel vegetative cover,NULL
761,Chemical oxygen demand,NULL
100584,"Chemical oxygen demand, (high level)",NULL
101872,"Chemical oxygen demand, (low level)",NULL
762,Chloral,75-87-6
763,Chloral hydrate,302-17-0
764,Chloramben,133-90-4
2183,Chloramben-methyl,7286-84-2
100874,Chlorambucil,305-03-3
765,Chloramine,10599-90-3
2938,"Chloramines mixture, unspecified",NULL
2184,Chloramphenicol,56-75-7
100256,Chlorantraniliprole,500008-45-7
2988,Chlorate,14866-68-3
766,Chlorbenside,103-17-3
767,Chlordane,57-74-9
3547,"Chlordane, technical",12789-03-6
2989,"Chlordane, technical, and/or chlordane metabolites",NULL
769,Chlordecone,143-50-0
770,Chlordene,3734-48-3
3553,Chlordiazepoxide,58-25-3
3918,Chlordiazepoxide hydrochloride,438-41-5
771,Chlordimeform,6164-98-3
772,Chlorfenson,80-33-1
2965,Chlorfenvinphos,470-90-6
773,Chloride,16887-00-6
2185,Chlorimuron-ethyl,90982-32-4
101235,Chlorinated dibenzo-p-dioxins,136677-09-3
101236,Chlorinated dibenzofurans,136677-10-6
3303,"Chlorinated dioxins and furans -- 2,3,7,8 congeners only",NULL
2537,Chlorinated naphthalenes,70776-03-3
100875,Chlorinated paraffins,61788-76-9
100876,"Chlorinated paraffins, long-chain, C18-C20",106232-85-3
100877,"Chlorinated paraffins, medium-chain, C14-C17",85535-85-9
100878,"Chlorinated paraffins, short-chain, C10-C13",85535-84-8
101237,Chlorinated phenols,1336-35-2
774,Chlorine,7782-50-5
775,Chlorine demand,NULL
776,Chlorine dioxide,10049-04-4
2990,Chlorite,14998-27-7
777,Chloroacetaldehyde,107-20-0
778,Chloroacetic acid,79-11-8
3584,Chloroacetonitrile,107-14-2
2187,Chloroaniline,27134-26-5
779,Chlorobenzene,108-90-7
3589,Chlorobenzene-d5,3114-55-4
780,Chlorobenzilate,510-15-6
781,Chlorodibromomethane,124-48-1
101746,Chlorodiiodomethane,NULL
782,Chloroethane,75-00-3
101016,Chloroethane-d5,NULL
784,Chloroform,67-66-3
785,Chloromethane,74-87-3
786,Chloromethyl methyl ether,107-30-2
2188,Chloronaphthalene,25586-43-0
787,Chloroneb,2675-77-6
788,Chloronitrobenzene,25167-93-5
100617,Chlorophacinone,3691-35-8
789,Chlorophenol,25167-80-0
790,Chlorophyll,1406-65-1
791,Chlorophyll a,479-61-8
2189,Chlorophyll a (probe relative fluorescence),479-61-8
2190,Chlorophyll a (probe),479-61-8
101168,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",NULL
101169,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",NULL
101170,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",NULL
101171,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",NULL
101172,"Chlorophyll a (probe) concentration, Xanthophyte (yellow algae)",NULL
4010,Chlorophyll a - Periphyton (attached),479-61-8
4009,Chlorophyll a - Phytoplankton (suspended),479-61-8
101098,"Chlorophyll a, collected/analyzed (YES/NO) (choice list)",NULL
3054,"Chlorophyll a, corrected for pheophytin",479-61-8
2191,"Chlorophyll a, free of pheophytin",479-61-8
101099,"Chlorophyll a, index (YES/NO) (choice list)",NULL
2192,"Chlorophyll a, uncorrected for pheophytin",479-61-8
792,Chlorophyll b,519-62-0
793,Chlorophyll c,11003-45-5
794,Chlorophyll/Pheophytin ratio,NULL
795,Chloropicrin,76-06-2
796,Chloroprene,126-99-8
797,Chloropropylate,5836-10-2
101730,Chlorosulfonamide acid,NULL
799,Chlorothalonil,1897-45-6
800,Chlorotoluene,25168-05-2
100635,Chlorotoluron,15545-48-9
3021,Chlorotrifluoroethylene,79-38-9
801,Chloroxuron,1982-47-4
3919,Chlorpheniramine,132-22-9
802,Chlorpropham,101-21-3
803,Chlorpyrifos,2921-88-2
3788,Chlorpyrifos O.A.,5598-15-2
804,Chlorpyrifos-methyl,5598-13-0
805,Chlorsulfuron,64902-72-3
2193,Chlortetracycline,57-62-5
3293,Chlorthal,2136-79-0
2992,Chlorthal monoacid and diacid degradates,NULL
806,Chlorthal-dimethyl,1861-32-1
3022,Chlorthal-Monomethyl,887-54-7
103153,Chlorthalonil,1897-45-6
807,Chlorthion,500-28-7
100707,Cholest-5-en-3-one,601-54-7
100661,Cholestane,481-21-0
808,Cholesterol,57-88-5
4036,Cholesterol-d7,83199-47-7
101238,Chromic(VI) acid,7738-94-5
809,Chromium,7440-47-3
810,Chromium(III),16065-83-1
811,Chromium(VI),18540-29-9
812,Chromium-51,14392-02-0
813,Chrysene,218-01-9
4622,Chrysene + Triphenylene,NULL
3902,Chrysene-d12,1719-03-5
3023,Chrysotile,12001-29-5
814,Chrysotile asbestos,132207-32-0
3554,Cimetidine,51481-61-9
100333,Cimetidine-d3,1185237-29-9
815,Cinerin I,25402-06-6
